	AUC	Accuracy	Baseline error rate	Baseline improvement	Best Num Features	Error rate	Kappa statistic	Mean absolute error	Number instances predicted as dependent variable class BRCACancer	Number instances predicted as dependent variable class BRCACancer correctly	Number instances predicted as dependent variable class BRCACancer incorrectly	Number instances predicted as dependent variable class Control	Number instances predicted as dependent variable class Control correctly	Number instances predicted as dependent variable class Control incorrectly	Number instances with dependent variable class BRCACancer	Number instances with dependent variable class BRCACancer predicted correctly	Number instances with dependent variable class BRCACancer predicted incorrectly	Number instances with dependent variable class Control	Number instances with dependent variable class Control predicted correctly	Number instances with dependent variable class Control predicted incorrectly	Proportion instances predicted as dependent variable class BRCACancer	Proportion instances predicted as dependent variable class BRCACancer correctly	Proportion instances predicted as dependent variable class BRCACancer incorrectly	Proportion instances predicted as dependent variable class Control	Proportion instances predicted as dependent variable class Control correctly	Proportion instances predicted as dependent variable class Control incorrectly	Proportion instances with dependent variable class BRCACancer	Proportion instances with dependent variable class BRCACancer predicted correctly	Proportion instances with dependent variable class BRCACancer predicted incorrectly	Proportion instances with dependent variable class Control	Proportion instances with dependent variable class Control predicted correctly	Proportion instances with dependent variable class Control predicted incorrectly	Relative absolute error	Root mean squared error	Root relative squared error	Total number correct	Total number incorrect	Youden Index
utahontario2_BIOCARTA_CFTR_PATHWAY_weka_svm_weights_r_svm_rbf	0.7787878787878787	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	0.0	0.4629848057684214	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	95.85180412106627	0.4972242320564582	101.26884161556784	22	15	0.0
utahontario2_BIOCARTA_CFTR_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.41749622926093516	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.0	0.4348633914039808	0.0	0.0	0.0	124.0	85.0	39.0	39.0	0.0	39.0	85.0	85.0	0.0	0.0	NaN	NaN	1.0	0.6854838709677419	0.31451612903225806	0.31451612903225806	0.0	1.0	0.6854838709677419	1.0	0.0	100.59676676481789	0.4702220275575937	101.26844891706084	85	39	0.0
utahontario2_BIOCARTA_CHEMICAL_PATHWAY_weka_svm_weights_r_svm_rbf	0.6212121212121212	0.5675675675675675	0.4054054054054054	-0.027027027027027084	NA	0.43243243243243246	0.024604569420035357	0.45402633532060915	1.0	0.0	1.0	36.0	21.0	15.0	15.0	0.0	15.0	22.0	21.0	1.0	0.02702702702702703	0.0	1.0	0.972972972972973	0.5833333333333334	0.4166666666666667	0.40540540540540543	0.0	1.0	0.5945945945945946	0.9545454545454546	0.045454545454545456	93.99713082749483	0.49368097838376956	100.54719296723216	21	16	-0.045454545454545414
utahontario2_BIOCARTA_CHEMICAL_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6555052790346908	0.6935483870967742	0.3145161290322581	0.008064516129032362	NA	0.30645161290322576	0.08646762310973272	0.4057305237857546	7.0	4.0	3.0	117.0	82.0	35.0	39.0	4.0	35.0	85.0	82.0	3.0	0.056451612903225805	0.5714285714285714	0.42857142857142855	0.9435483870967742	0.7008547008547008	0.29914529914529914	0.31451612903225806	0.10256410256410256	0.8974358974358975	0.6854838709677419	0.9647058823529412	0.03529411764705882	93.8574726625501	0.4512336614933554	97.17905653197262	86	38	0.06726998491704372
utahontario2_BIOCARTA_CHREBP2_PATHWAY_weka_svm_weights_r_svm_rbf	0.5636363636363636	0.5405405405405406	0.4054054054054054	-0.05405405405405406	NA	0.45945945945945943	-0.07890222984562592	0.4703160024247383	4.0	1.0	3.0	33.0	19.0	14.0	15.0	1.0	14.0	22.0	19.0	3.0	0.10810810810810811	0.25	0.75	0.8918918918918919	0.5757575757575758	0.42424242424242425	0.40540540540540543	0.06666666666666667	0.9333333333333333	0.5945945945945946	0.8636363636363636	0.13636363636363635	97.36958271146301	0.4958941356991689	100.99794307793486	20	17	-0.0696969696969697
utahontario2_BIOCARTA_CHREBP2_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6126696832579186	0.6612903225806451	0.3145161290322581	-0.024193548387096753	NA	0.33870967741935487	0.008000000000000064	0.41538875000087583	9.0	3.0	6.0	115.0	79.0	36.0	39.0	3.0	36.0	85.0	79.0	6.0	0.07258064516129033	0.3333333333333333	0.6666666666666666	0.9274193548387096	0.6869565217391305	0.3130434782608696	0.31451612903225806	0.07692307692307693	0.9230769230769231	0.6854838709677419	0.9294117647058824	0.07058823529411765	96.0917061002915	0.4610867907679523	99.30105648123168	82	42	0.0063348416289592535
utahontario2_BIOCARTA_CK1_PATHWAY_weka_svm_weights_r_svm_rbf	0.4818181818181818	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	0.0	0.46550427058371374	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	96.37340924710169	0.5059676078607901	103.04959058641393	22	15	0.0
utahontario2_BIOCARTA_CK1_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.4114630467571644	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.0	0.4350292479061621	0.0	0.0	0.0	124.0	85.0	39.0	39.0	0.0	39.0	85.0	85.0	0.0	0.0	NaN	NaN	1.0	0.6854838709677419	0.31451612903225806	0.31451612903225806	0.0	1.0	0.6854838709677419	1.0	0.0	100.63513428021737	0.470481989823561	101.32443518292808	85	39	0.0
utahontario2_BIOCARTA_CLASSIC_PATHWAY_weka_svm_weights_r_svm_rbf	0.6121212121212121	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	0.0	0.45671062000208573	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	94.55285863170869	0.4906055040811437	99.92081617389437	22	15	0.0
utahontario2_BIOCARTA_CLASSIC_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.4446455505279035	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.0	0.4356343373575747	0.0	0.0	0.0	124.0	85.0	39.0	39.0	0.0	39.0	85.0	85.0	0.0	0.0	NaN	NaN	1.0	0.6854838709677419	0.31451612903225806	0.31451612903225806	0.0	1.0	0.6854838709677419	1.0	0.0	100.77510937036942	0.4705617604642441	101.34161483121692	85	39	0.0
utahontario2_BIOCARTA_COMP_PATHWAY_weka_svm_weights_r_svm_rbf	0.5757575757575758	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	0.0	0.4600383646852018	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	95.24180204314865	0.4929683842765595	100.40206009733807	22	15	0.0
utahontario2_BIOCARTA_COMP_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.5607843137254902	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.0	0.4291511275667492	0.0	0.0	0.0	124.0	85.0	39.0	39.0	0.0	39.0	85.0	85.0	0.0	0.0	NaN	NaN	1.0	0.6854838709677419	0.31451612903225806	0.31451612903225806	0.0	1.0	0.6854838709677419	1.0	0.0	99.27535115639463	0.463695509720839	99.86287814533274	85	39	0.0
utahontario2_BIOCARTA_CREB_PATHWAY_weka_svm_weights_r_svm_rbf	0.6333333333333333	0.5135135135135135	0.4054054054054054	-0.08108108108108114	NA	0.4864864864864865	-0.12881355932203406	0.4516999284386006	5.0	1.0	4.0	32.0	18.0	14.0	15.0	1.0	14.0	22.0	18.0	4.0	0.13513513513513514	0.2	0.8	0.8648648648648649	0.5625	0.4375	0.40540540540540543	0.06666666666666667	0.9333333333333333	0.5945945945945946	0.8181818181818182	0.18181818181818182	93.5154945103157	0.49426082012096406	100.66528838024772	19	18	-0.11515151515151512
utahontario2_BIOCARTA_CREB_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6328808446455506	0.7258064516129032	0.3145161290322581	0.040322580645161366	NA	0.27419354838709675	0.17850570482149433	0.41063957441736854	11.0	8.0	3.0	113.0	82.0	31.0	39.0	8.0	31.0	85.0	82.0	3.0	0.08870967741935484	0.7272727272727273	0.2727272727272727	0.9112903225806451	0.7256637168141593	0.2743362831858407	0.31451612903225806	0.20512820512820512	0.7948717948717948	0.6854838709677419	0.9647058823529412	0.03529411764705882	94.9930812954837	0.452419443090569	97.43443007057084	90	34	0.16983408748114637
utahontario2_BIOCARTA_CSK_PATHWAY_weka_svm_weights_r_svm_rbf	0.6121212121212121	0.6756756756756757	0.4054054054054054	0.08108108108108103	NA	0.32432432432432434	0.26490066225165565	0.4294090794944716	7.0	5.0	2.0	30.0	20.0	10.0	15.0	5.0	10.0	22.0	20.0	2.0	0.1891891891891892	0.7142857142857143	0.2857142857142857	0.8108108108108109	0.6666666666666666	0.3333333333333333	0.40540540540540543	0.3333333333333333	0.6666666666666666	0.5945945945945946	0.9090909090909091	0.09090909090909091	88.90061717511081	0.4951065497054076	100.83753673383737	25	12	0.24242424242424243
utahontario2_BIOCARTA_CSK_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6690799396681749	0.6935483870967742	0.3145161290322581	0.008064516129032362	NA	0.30645161290322576	0.11793335829277428	0.4051757999020876	11.0	6.0	5.0	113.0	80.0	33.0	39.0	6.0	33.0	85.0	80.0	5.0	0.08870967741935484	0.5454545454545454	0.45454545454545453	0.9112903225806451	0.7079646017699115	0.2920353982300885	0.31451612903225806	0.15384615384615385	0.8461538461538461	0.6854838709677419	0.9411764705882353	0.058823529411764705	93.72914861815546	0.4541938235559863	97.81656605525636	86	38	0.09502262443438925
utahontario2_BIOCARTA_CTCF_PATHWAY_weka_svm_weights_r_svm_rbf	0.49696969696969695	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	0.0	0.4685449167891564	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	97.00291462363737	0.5011204150029442	102.06237078867574	22	15	0.0
utahontario2_BIOCARTA_CTCF_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.611161387631976	0.6693548387096774	0.3145161290322581	-0.016129032258064502	NA	0.3306451612903226	0.02305918524212131	0.4217537579409634	8.0	3.0	5.0	116.0	80.0	36.0	39.0	3.0	36.0	85.0	80.0	5.0	0.06451612903225806	0.375	0.625	0.9354838709677419	0.6896551724137931	0.3103448275862069	0.31451612903225806	0.07692307692307693	0.9230769230769231	0.6854838709677419	0.9411764705882353	0.058823529411764705	97.56412072948794	0.46080646585300983	99.24068485322336	83	41	0.018099547511312153
utahontario2_BIOCARTA_CTLA4_PATHWAY_weka_svm_weights_r_svm_rbf	0.4303030303030303	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	0.0	0.4701417586527378	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	97.33350900084655	0.5075500937165173	103.37189287811782	22	15	0.0
utahontario2_BIOCARTA_CTLA4_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.3975867269984917	0.6532258064516129	0.3145161290322581	-0.032258064516129004	NA	0.3467741935483871	-0.04303599374021923	0.44513564884451323	6.0	1.0	5.0	118.0	80.0	38.0	39.0	1.0	38.0	85.0	80.0	5.0	0.04838709677419355	0.16666666666666666	0.8333333333333334	0.9516129032258065	0.6779661016949152	0.3220338983050847	0.31451612903225806	0.02564102564102564	0.9743589743589743	0.6854838709677419	0.9411764705882353	0.058823529411764705	102.97304378955698	0.48068062195078487	103.5208436794934	81	43	-0.03318250377073906
utahontario2_BIOCARTA_CTL_PATHWAY_weka_svm_weights_r_svm_rbf	0.6151515151515151	0.6216216216216216	0.4054054054054054	0.027027027027026973	NA	0.3783783783783784	0.10069444444444436	0.44728626137328414	3.0	2.0	1.0	34.0	21.0	13.0	15.0	2.0	13.0	22.0	21.0	1.0	0.08108108108108109	0.6666666666666666	0.3333333333333333	0.918918918918919	0.6176470588235294	0.38235294117647056	0.40540540540540543	0.13333333333333333	0.8666666666666667	0.5945945945945946	0.9545454545454546	0.045454545454545456	92.60173244786928	0.4878593801354819	99.3615176261149	23	14	0.08787878787878789
utahontario2_BIOCARTA_CTL_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6102564102564103	0.6935483870967742	0.3145161290322581	0.008064516129032362	NA	0.30645161290322576	0.13368580060422974	0.4132945721485461	7.0	4.0	3.0	117.0	82.0	35.0	39.0	4.0	35.0	85.0	82.0	3.0	0.056451612903225805	0.5714285714285714	0.42857142857142855	0.9435483870967742	0.7008547008547008	0.29914529914529914	0.31451612903225806	0.10256410256410256	0.8974358974358975	0.6854838709677419	0.9647058823529412	0.03529411764705882	95.60726081209486	0.45636683829068203	98.28455313106302	86	38	0.06726998491704372
utahontario2_BIOCARTA_CXCR4_PATHWAY_weka_svm_weights_r_svm_rbf	0.5242424242424243	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	0.09165302782324063	0.4616287553121131	8.0	4.0	4.0	29.0	18.0	11.0	15.0	4.0	11.0	22.0	18.0	4.0	0.21621621621621623	0.5	0.5	0.7837837837837838	0.6206896551724138	0.3793103448275862	0.40540540540540543	0.26666666666666666	0.7333333333333333	0.5945945945945946	0.8181818181818182	0.18181818181818182	95.571060819997	0.5195790596883243	105.82181259494222	22	15	0.08484848484848495
utahontario2_BIOCARTA_CXCR4_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6841628959276018	0.7016129032258065	0.3145161290322581	0.016129032258064613	NA	0.2983870967741935	0.16277372262773743	0.38871930629042517	14.0	8.0	6.0	110.0	79.0	31.0	39.0	8.0	31.0	85.0	79.0	6.0	0.11290322580645161	0.5714285714285714	0.42857142857142855	0.8870967741935484	0.7181818181818181	0.2818181818181818	0.31451612903225806	0.20512820512820512	0.7948717948717948	0.6854838709677419	0.9294117647058824	0.07058823529411765	89.92227482205517	0.44388239562233295	95.59586551005864	87	37	0.13453996983408745
utahontario2_BIOCARTA_CYTOKINE_PATHWAY_weka_svm_weights_r_svm_rbf	0.5636363636363636	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	0.0	0.46113596941968127	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	95.46903929305594	0.4945417584409662	100.72250662585567	22	15	0.0
utahontario2_BIOCARTA_CYTOKINE_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.5354449472096532	0.6612903225806451	0.3145161290322581	-0.024193548387096753	NA	0.33870967741935487	-0.028030003947887884	0.43181200764700267	5.0	1.0	4.0	119.0	81.0	38.0	39.0	1.0	38.0	85.0	81.0	4.0	0.04032258064516129	0.2	0.8	0.9596774193548387	0.680672268907563	0.31932773109243695	0.31451612903225806	0.02564102564102564	0.9743589743589743	0.6854838709677419	0.9529411764705882	0.047058823529411764	99.89089143436146	0.471621712943131	101.56988942741182	82	42	-0.02141779788838616
utahontario2_BIOCARTA_D4GDI_PATHWAY_weka_svm_weights_r_svm_rbf	0.6636363636363637	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	0.0	0.44779487621773034	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	92.70703104478979	0.4861673575634429	99.01690617154217	22	15	0.0
utahontario2_BIOCARTA_D4GDI_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6313725490196078	0.6612903225806451	0.3145161290322581	-0.024193548387096753	NA	0.33870967741935487	-0.028030003947887884	0.42239736676332823	5.0	1.0	4.0	119.0	81.0	38.0	39.0	1.0	38.0	85.0	81.0	4.0	0.04032258064516129	0.2	0.8	0.9596774193548387	0.680672268907563	0.31932773109243695	0.31451612903225806	0.02564102564102564	0.9743589743589743	0.6854838709677419	0.9529411764705882	0.047058823529411764	97.71300648963938	0.46028919451529177	99.1292837214813	82	42	-0.02141779788838616
utahontario2_BIOCARTA_DC_PATHWAY_weka_svm_weights_r_svm_rbf	0.48787878787878786	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	0.07035175879396995	0.4650848026808324	6.0	3.0	3.0	31.0	19.0	12.0	15.0	3.0	12.0	22.0	19.0	3.0	0.16216216216216217	0.5	0.5	0.8378378378378378	0.6129032258064516	0.3870967741935484	0.40540540540540543	0.2	0.8	0.5945945945945946	0.8636363636363636	0.13636363636363635	96.28656675300445	0.510880005525409	104.05009053991276	22	15	0.06363636363636371
utahontario2_BIOCARTA_DC_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.53815987933635	0.6693548387096774	0.3145161290322581	-0.016129032258064502	NA	0.3306451612903226	0.05399061032863828	0.42590159638538827	4.0	1.0	3.0	120.0	82.0	38.0	39.0	1.0	38.0	85.0	82.0	3.0	0.03225806451612903	0.25	0.75	0.967741935483871	0.6833333333333333	0.31666666666666665	0.31451612903225806	0.02564102564102564	0.9743589743589743	0.6854838709677419	0.9647058823529412	0.03529411764705882	98.52363846498831	0.46349220618693954	99.81909407667843	83	41	-0.009653092006033148
utahontario2_BIOCARTA_DEATH_PATHWAY_weka_svm_weights_r_svm_rbf	0.4696969696969697	0.6216216216216216	0.4054054054054054	0.027027027027026973	NA	0.3783783783783784	0.10069444444444436	0.46314935649190087	3.0	2.0	1.0	34.0	21.0	13.0	15.0	2.0	13.0	22.0	21.0	1.0	0.08108108108108109	0.6666666666666666	0.3333333333333333	0.918918918918919	0.6176470588235294	0.38235294117647056	0.40540540540540543	0.13333333333333333	0.8666666666666667	0.5945945945945946	0.9545454545454546	0.045454545454545456	95.8858710785958	0.5296738944049649	107.87781097986955	23	14	0.08787878787878789
utahontario2_BIOCARTA_DEATH_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6000000000000001	0.6693548387096774	0.3145161290322581	-0.016129032258064502	NA	0.3306451612903226	0.020923805763916253	0.41585450112726935	4.0	1.0	3.0	120.0	82.0	38.0	39.0	1.0	38.0	85.0	82.0	3.0	0.03225806451612903	0.25	0.75	0.967741935483871	0.6833333333333333	0.31666666666666665	0.31451612903225806	0.02564102564102564	0.9743589743589743	0.6854838709677419	0.9647058823529412	0.03529411764705882	96.19944811389487	0.45897854681424616	98.84701863821627	83	41	-0.009653092006033148
utahontario2_BIOCARTA_DNAFRAGMENT_PATHWAY_weka_svm_weights_r_svm_rbf	0.4909090909090909	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	0.0	0.4649339737615825	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	96.25534062237638	0.4991976928069585	101.67077312109885	22	15	0.0
utahontario2_BIOCARTA_DNAFRAGMENT_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.3978883861236802	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.0	0.4389072659708008	0.0	0.0	0.0	124.0	85.0	39.0	39.0	0.0	39.0	85.0	85.0	0.0	0.0	NaN	NaN	1.0	0.6854838709677419	0.31451612903225806	0.31451612903225806	0.0	1.0	0.6854838709677419	1.0	0.0	101.53223457991999	0.47480461471623575	102.25536885357123	85	39	0.0
utahontario2_BIOCARTA_DREAM_PATHWAY_weka_svm_weights_r_svm_rbf	0.6909090909090909	0.6216216216216216	0.4054054054054054	0.027027027027026973	NA	0.3783783783783784	0.07829181494661919	0.43982138960160205	1.0	1.0	0.0	36.0	22.0	14.0	15.0	1.0	14.0	22.0	22.0	0.0	0.02702702702702703	1.0	0.0	0.972972972972973	0.6111111111111112	0.3888888888888889	0.40540540540540543	0.06666666666666667	0.9333333333333333	0.5945945945945946	1.0	0.0	91.0562790810777	0.4723186087461109	96.19635427535677	23	14	0.06666666666666665
utahontario2_BIOCARTA_DREAM_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6627450980392157	0.717741935483871	0.3145161290322581	0.032258064516129115	NA	0.282258064516129	0.19450631031922805	0.4000745114022047	12.0	8.0	4.0	112.0	81.0	31.0	39.0	8.0	31.0	85.0	81.0	4.0	0.0967741935483871	0.6666666666666666	0.3333333333333333	0.9032258064516129	0.7232142857142857	0.2767857142857143	0.31451612903225806	0.20512820512820512	0.7948717948717948	0.6854838709677419	0.9529411764705882	0.047058823529411764	92.54906967942034	0.4467801262127019	96.2199296012081	89	35	0.15806938159879325
utahontario2_BIOCARTA_ECM_PATHWAY_weka_svm_weights_r_svm_rbf	0.6303030303030303	0.5675675675675675	0.4054054054054054	-0.027027027027027084	NA	0.43243243243243246	0.04207119741100324	0.4248145685010858	9.0	4.0	5.0	28.0	17.0	11.0	15.0	4.0	11.0	22.0	17.0	5.0	0.24324324324324326	0.4444444444444444	0.5555555555555556	0.7567567567567568	0.6071428571428571	0.39285714285714285	0.40540540540540543	0.26666666666666666	0.7333333333333333	0.5945945945945946	0.7727272727272727	0.22727272727272727	87.94941497088475	0.500529273640877	101.94197399964553	21	16	0.039393939393939315
utahontario2_BIOCARTA_ECM_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6476621417797889	0.6774193548387096	0.3145161290322581	-0.008064516129032251	NA	0.32258064516129037	0.11674774148714365	0.40474167902859676	19.0	9.0	10.0	105.0	75.0	30.0	39.0	9.0	30.0	85.0	75.0	10.0	0.1532258064516129	0.47368421052631576	0.5263157894736842	0.8467741935483871	0.7142857142857143	0.2857142857142857	0.31451612903225806	0.23076923076923078	0.7692307692307693	0.6854838709677419	0.8823529411764706	0.11764705882352941	93.62872361774947	0.45683570916091704	98.38553059062126	84	40	0.1131221719457014
utahontario2_BIOCARTA_EDG1_PATHWAY_weka_svm_weights_r_svm_rbf	0.5212121212121212	0.6486486486486487	0.4054054054054054	0.05405405405405406	NA	0.3513513513513513	0.24745762711864397	0.46069123684798724	4.0	3.0	1.0	33.0	21.0	12.0	15.0	3.0	12.0	22.0	21.0	1.0	0.10810810810810811	0.75	0.25	0.8918918918918919	0.6363636363636364	0.36363636363636365	0.40540540540540543	0.2	0.8	0.5945945945945946	0.9545454545454546	0.045454545454545456	95.37696625131213	0.49965388227319174	101.76368447944435	24	13	0.15454545454545454
utahontario2_BIOCARTA_EDG1_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6705882352941176	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.10247619047619076	0.40306608180748643	8.0	4.0	4.0	116.0	81.0	35.0	39.0	4.0	35.0	85.0	81.0	4.0	0.06451612903225806	0.5	0.5	0.9354838709677419	0.6982758620689655	0.3017241379310345	0.31451612903225806	0.10256410256410256	0.8974358974358975	0.6854838709677419	0.9529411764705882	0.047058823529411764	93.2411084122027	0.4491153112783558	96.7228421737249	85	39	0.055505279034690824
utahontario2_BIOCARTA_EGFR_SMRTE_PATHWAY_weka_svm_weights_r_svm_rbf	0.7272727272727273	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	0.0	0.4404808512959819	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	91.19280752081805	0.475766992995231	96.89868102421504	22	15	0.0
utahontario2_BIOCARTA_EGFR_SMRTE_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.644947209653092	0.6612903225806451	0.3145161290322581	-0.024193548387096753	NA	0.33870967741935487	-0.04303599374021923	0.4125033739855333	5.0	1.0	4.0	119.0	81.0	38.0	39.0	1.0	38.0	85.0	81.0	4.0	0.04032258064516129	0.2	0.8	0.9596774193548387	0.680672268907563	0.31932773109243695	0.31451612903225806	0.02564102564102564	0.9743589743589743	0.6854838709677419	0.9529411764705882	0.047058823529411764	95.42423327139437	0.45493594943053794	97.97639254532409	82	42	-0.02141779788838616
utahontario2_BIOCARTA_EGF_PATHWAY_weka_svm_weights_r_svm_rbf	0.7363636363636363	0.6756756756756757	0.4054054054054054	0.08108108108108103	NA	0.32432432432432434	0.24745762711864397	0.40302317170904756	5.0	4.0	1.0	32.0	21.0	11.0	15.0	4.0	11.0	22.0	21.0	1.0	0.13513513513513514	0.8	0.2	0.8648648648648649	0.65625	0.34375	0.40540540540540543	0.26666666666666666	0.7333333333333333	0.5945945945945946	0.9545454545454546	0.045454545454545456	83.43793927921887	0.45962982654540674	93.61205087231659	25	12	0.2212121212121212
utahontario2_BIOCARTA_EGF_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.7435897435897436	0.7338709677419355	0.3145161290322581	0.048387096774193616	NA	0.2661290322580645	0.3213276836158191	0.36647544244541996	16.0	11.0	5.0	108.0	80.0	28.0	39.0	11.0	28.0	85.0	80.0	5.0	0.12903225806451613	0.6875	0.3125	0.8709677419354839	0.7407407407407407	0.25925925925925924	0.31451612903225806	0.28205128205128205	0.717948717948718	0.6854838709677419	0.9411764705882353	0.058823529411764705	84.77661108627842	0.42217178887269746	90.9202030745838	91	33	0.22322775263951744
utahontario2_BIOCARTA_EIF2_PATHWAY_weka_svm_weights_r_svm_rbf	0.4121212121212121	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	0.0	0.4736086045875658	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	98.05125056238987	0.5116906660944212	104.21519644480347	22	15	0.0
utahontario2_BIOCARTA_EIF2_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.4129713423831071	0.6774193548387096	0.3145161290322581	-0.008064516129032251	NA	0.32258064516129037	-0.01597705858254827	0.44239052022008774	1.0	0.0	1.0	123.0	84.0	39.0	39.0	0.0	39.0	85.0	84.0	1.0	0.008064516129032258	0.0	1.0	0.9919354838709677	0.6829268292682927	0.3170731707317073	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9882352941176471	0.011764705882352941	102.33801433104315	0.47677682447959346	102.68010995877148	84	40	-0.0117647058823529
utahontario2_BIOCARTA_EIF4_PATHWAY_weka_svm_weights_r_svm_rbf	0.5393939393939394	0.6216216216216216	0.4054054054054054	0.027027027027026973	NA	0.3783783783783784	0.024604569420035357	0.45732118166551394	1.0	1.0	0.0	36.0	22.0	14.0	15.0	1.0	14.0	22.0	22.0	0.0	0.02702702702702703	1.0	0.0	0.972972972972973	0.6111111111111112	0.3888888888888889	0.40540540540540543	0.06666666666666667	0.9333333333333333	0.5945945945945946	1.0	0.0	94.6792632917269	0.48992431644157236	99.78207980761366	23	14	0.06666666666666665
