	AUC	Accuracy	Baseline error rate	Baseline improvement	Best Num Features	Error rate	Kappa statistic	Mean absolute error	Number instances predicted as dependent variable class BRCACancer	Number instances predicted as dependent variable class BRCACancer correctly	Number instances predicted as dependent variable class BRCACancer incorrectly	Number instances predicted as dependent variable class Control	Number instances predicted as dependent variable class Control correctly	Number instances predicted as dependent variable class Control incorrectly	Number instances with dependent variable class BRCACancer	Number instances with dependent variable class BRCACancer predicted correctly	Number instances with dependent variable class BRCACancer predicted incorrectly	Number instances with dependent variable class Control	Number instances with dependent variable class Control predicted correctly	Number instances with dependent variable class Control predicted incorrectly	Proportion instances predicted as dependent variable class BRCACancer	Proportion instances predicted as dependent variable class BRCACancer correctly	Proportion instances predicted as dependent variable class BRCACancer incorrectly	Proportion instances predicted as dependent variable class Control	Proportion instances predicted as dependent variable class Control correctly	Proportion instances predicted as dependent variable class Control incorrectly	Proportion instances with dependent variable class BRCACancer	Proportion instances with dependent variable class BRCACancer predicted correctly	Proportion instances with dependent variable class BRCACancer predicted incorrectly	Proportion instances with dependent variable class Control	Proportion instances with dependent variable class Control predicted correctly	Proportion instances with dependent variable class Control predicted incorrectly	Relative absolute error	Root mean squared error	Root relative squared error	Total number correct	Total number incorrect	Youden Index
utahontario1_BIOCARTA_ERYTH_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.5218702865761691	0.6693548387096774	0.3145161290322581	-0.016129032258064502	NA	0.3306451612903226	-0.03165584415584442	0.433488068816734	2.0	0.0	2.0	122.0	83.0	39.0	39.0	0.0	39.0	85.0	83.0	2.0	0.016129032258064516	0.0	1.0	0.9838709677419355	0.680327868852459	0.319672131147541	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9764705882352941	0.023529411764705882	100.27861396494902	0.46800519023526266	100.79102407522605	83	41	-0.02352941176470591
utahontario1_BIOCARTA_ETC_PATHWAY_weka_svm_weights_r_svm_rbf	0.4481605351170568	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.45026029881347857	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	97.15395722032157	0.48619462793047286	101.21078059040482	23	13	0.0
utahontario1_BIOCARTA_ETC_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.36923076923076925	0.6774193548387096	0.3145161290322581	-0.008064516129032251	NA	0.32258064516129037	-0.01597705858254827	0.44253680001466883	1.0	0.0	1.0	123.0	84.0	39.0	39.0	0.0	39.0	85.0	84.0	1.0	0.008064516129032258	0.0	1.0	0.9919354838709677	0.6829268292682927	0.3170731707317073	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9882352941176471	0.011764705882352941	102.37185317484735	0.476886527277394	102.70373588763923	84	40	-0.0117647058823529
utahontario1_BIOCARTA_ETS_PATHWAY_weka_svm_weights_r_svm_rbf	0.5752508361204013	0.6111111111111112	0.36111111111111116	-0.02777777777777768	NA	0.38888888888888884	-0.0706319702602231	0.43399032351883154	5.0	2.0	3.0	31.0	20.0	11.0	13.0	2.0	11.0	23.0	20.0	3.0	0.1388888888888889	0.4	0.6	0.8611111111111112	0.6451612903225806	0.3548387096774194	0.3611111111111111	0.15384615384615385	0.8461538461538461	0.6388888888888888	0.8695652173913043	0.13043478260869565	93.64333794538827	0.5086898070134858	105.89358559013071	22	14	0.02341137123745818
utahontario1_BIOCARTA_ETS_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.7978883861236804	0.75	0.3145161290322581	0.06451612903225812	NA	0.25	0.3101220387652549	0.3652192984228795	16.0	12.0	4.0	108.0	81.0	27.0	39.0	12.0	27.0	85.0	81.0	4.0	0.12903225806451613	0.75	0.25	0.8709677419354839	0.75	0.25	0.31451612903225806	0.3076923076923077	0.6923076923076923	0.6854838709677419	0.9529411764705882	0.047058823529411764	84.48602781402239	0.41795309934172625	90.01165324019355	93	31	0.2606334841628959
utahontario1_BIOCARTA_EXTRINSIC_PATHWAY_weka_svm_weights_r_svm_rbf	0.46822742474916385	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.44869633043688534	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	96.81649527407873	0.48679433495069113	101.33562116279083	23	13	0.0
utahontario1_BIOCARTA_EXTRINSIC_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.34419306184012066	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.0	0.44192293154922085	0.0	0.0	0.0	124.0	85.0	39.0	39.0	0.0	39.0	85.0	85.0	0.0	0.0	NaN	NaN	1.0	0.6854838709677419	0.31451612903225806	0.31451612903225806	0.0	1.0	0.6854838709677419	1.0	0.0	102.22984723904398	0.47488181742452296	102.27199546411316	85	39	0.0
utahontario1_BIOCARTA_FAS_PATHWAY_weka_svm_weights_r_svm_rbf	0.5484949832775919	0.6666666666666666	0.36111111111111116	0.02777777777777779	NA	0.33333333333333337	0.13253012048192772	0.44947001360292266	3.0	2.0	1.0	33.0	22.0	11.0	13.0	2.0	11.0	23.0	22.0	1.0	0.08333333333333333	0.6666666666666666	0.3333333333333333	0.9166666666666666	0.6666666666666666	0.3333333333333333	0.3611111111111111	0.15384615384615385	0.8461538461538461	0.6388888888888888	0.9565217391304348	0.043478260869565216	96.98343511179783	0.4796137474514785	99.84084350762319	24	12	0.11036789297658878
utahontario1_BIOCARTA_FAS_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6398190045248868	0.6693548387096774	0.3145161290322581	-0.016129032258064502	NA	0.3306451612903226	0.05754614549402809	0.40917863202570687	12.0	5.0	7.0	112.0	78.0	34.0	39.0	5.0	34.0	85.0	78.0	7.0	0.0967741935483871	0.4166666666666667	0.5833333333333334	0.9032258064516129	0.6964285714285714	0.30357142857142855	0.31451612903225806	0.1282051282051282	0.8717948717948718	0.6854838709677419	0.9176470588235294	0.08235294117647059	94.6551221020084	0.4607349168585361	99.22527584371872	83	41	0.045852187028657454
utahontario1_BIOCARTA_FCER1_PATHWAY_weka_svm_weights_r_svm_rbf	0.5150501672240803	0.6111111111111112	0.36111111111111116	-0.02777777777777768	NA	0.38888888888888884	0.027027027027027146	0.44584527619061287	5.0	2.0	3.0	31.0	20.0	11.0	13.0	2.0	11.0	23.0	20.0	3.0	0.1388888888888889	0.4	0.6	0.8611111111111112	0.6451612903225806	0.3548387096774194	0.3611111111111111	0.15384615384615385	0.8461538461538461	0.6388888888888888	0.8695652173913043	0.13043478260869565	96.20131511494614	0.49536284494157534	103.11932162934163	22	14	0.02341137123745818
utahontario1_BIOCARTA_FCER1_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.652790346907994	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.08685800604229593	0.39054128188650744	10.0	5.0	5.0	114.0	80.0	34.0	39.0	5.0	34.0	85.0	80.0	5.0	0.08064516129032258	0.5	0.5	0.9193548387096774	0.7017543859649122	0.2982456140350877	0.31451612903225806	0.1282051282051282	0.8717948717948718	0.6854838709677419	0.9411764705882353	0.058823529411764705	90.34375167596677	0.4501091170054687	96.93687120386701	85	39	0.06938159879336347
utahontario1_BIOCARTA_FEEDER_PATHWAY_weka_svm_weights_r_svm_rbf	0.43143812709030105	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.45044397584028784	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	97.19358973967095	0.4856049188723598	101.08802128648797	23	13	0.0
utahontario1_BIOCARTA_FEEDER_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.3891402714932127	0.6693548387096774	0.3145161290322581	-0.016129032258064502	NA	0.3306451612903226	-0.03165584415584442	0.43901691025618583	2.0	0.0	2.0	122.0	83.0	39.0	39.0	0.0	39.0	85.0	83.0	2.0	0.016129032258064516	0.0	1.0	0.9838709677419355	0.680327868852459	0.319672131147541	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9764705882352941	0.023529411764705882	101.55759854667828	0.4738227350492123	102.04390825607616	83	41	-0.02352941176470591
utahontario1_BIOCARTA_FIBRINOLYSIS_PATHWAY_weka_svm_weights_r_svm_rbf	0.5652173913043478	0.6111111111111112	0.36111111111111116	-0.02777777777777768	NA	0.38888888888888884	-0.05439330543933049	0.45826978341305846	1.0	0.0	1.0	35.0	22.0	13.0	13.0	0.0	13.0	23.0	22.0	1.0	0.027777777777777776	0.0	1.0	0.9722222222222222	0.6285714285714286	0.37142857142857144	0.3611111111111111	0.0	1.0	0.6388888888888888	0.9565217391304348	0.043478260869565216	98.8821867048997	0.4796362050630982	99.84551849223152	22	14	-0.04347826086956519
utahontario1_BIOCARTA_FIBRINOLYSIS_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6090497737556562	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.05399061032863828	0.41452860391773255	6.0	3.0	3.0	118.0	82.0	36.0	39.0	3.0	36.0	85.0	82.0	3.0	0.04838709677419355	0.5	0.5	0.9516129032258065	0.6949152542372882	0.3050847457627119	0.31451612903225806	0.07692307692307693	0.9230769230769231	0.6854838709677419	0.9647058823529412	0.03529411764705882	95.89272886601506	0.45719715610281014	98.46337290558353	85	39	0.041628959276018174
utahontario1_BIOCARTA_FMLP_PATHWAY_weka_svm_weights_r_svm_rbf	0.6020066889632107	0.5555555555555556	0.36111111111111116	-0.08333333333333326	NA	0.4444444444444444	-0.022727272727272554	0.43853435257244877	5.0	1.0	4.0	31.0	19.0	12.0	13.0	1.0	12.0	23.0	19.0	4.0	0.1388888888888889	0.2	0.8	0.8611111111111112	0.6129032258064516	0.3870967741935484	0.3611111111111111	0.07692307692307693	0.9230769230769231	0.6388888888888888	0.8260869565217391	0.17391304347826086	94.62381613866087	0.4834968518110304	100.64918650601695	20	16	-0.09698996655518388
utahontario1_BIOCARTA_FMLP_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.7128205128205128	0.6774193548387096	0.3145161290322581	-0.008064516129032251	NA	0.32258064516129037	0.17659727207465922	0.39137802792417453	13.0	6.0	7.0	111.0	78.0	33.0	39.0	6.0	33.0	85.0	78.0	7.0	0.10483870967741936	0.46153846153846156	0.5384615384615384	0.8951612903225806	0.7027027027027027	0.2972972972972973	0.31451612903225806	0.15384615384615385	0.8461538461538461	0.6854838709677419	0.9176470588235294	0.08235294117647059	90.53731578749343	0.44195918493971104	95.18167699621667	84	40	0.07149321266968323
utahontario1_BIOCARTA_FREE_PATHWAY_weka_svm_weights_r_svm_rbf	0.4481605351170568	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.4484734603002028	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	96.76840594490182	0.4828150269641169	100.50725152562485	23	13	0.0
utahontario1_BIOCARTA_FREE_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.37526395173453997	0.6774193548387096	0.3145161290322581	-0.008064516129032251	NA	0.32258064516129037	-0.01597705858254827	0.44300901726749126	1.0	0.0	1.0	123.0	84.0	39.0	39.0	0.0	39.0	85.0	84.0	1.0	0.008064516129032258	0.0	1.0	0.9919354838709677	0.6829268292682927	0.3170731707317073	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9882352941176471	0.011764705882352941	102.48109099477772	0.4780632604507175	102.95716073009224	84	40	-0.0117647058823529
utahontario1_BIOCARTA_G1_PATHWAY_weka_svm_weights_r_svm_rbf	0.5585284280936454	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.446763087419227	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	96.39935387847044	0.485862744942902	101.14169275128226	23	13	0.0
utahontario1_BIOCARTA_G1_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6253393665158371	0.7096774193548387	0.3145161290322581	0.024193548387096864	NA	0.29032258064516125	0.08646762310973272	0.402274396363217	5.0	4.0	1.0	119.0	84.0	35.0	39.0	4.0	35.0	85.0	84.0	1.0	0.04032258064516129	0.8	0.2	0.9596774193548387	0.7058823529411765	0.29411764705882354	0.31451612903225806	0.10256410256410256	0.8974358974358975	0.6854838709677419	0.9882352941176471	0.011764705882352941	93.05796814893257	0.4528921710816132	97.53623821142163	88	36	0.09079939668174974
utahontario1_BIOCARTA_G2_PATHWAY_weka_svm_weights_r_svm_rbf	0.6387959866220736	0.6111111111111112	0.36111111111111116	-0.02777777777777768	NA	0.38888888888888884	0.12802768166089973	0.41645518710683993	11.0	5.0	6.0	25.0	17.0	8.0	13.0	5.0	8.0	23.0	17.0	6.0	0.3055555555555556	0.45454545454545453	0.5454545454545454	0.6944444444444444	0.68	0.32	0.3611111111111111	0.38461538461538464	0.6153846153846154	0.6388888888888888	0.7391304347826086	0.2608695652173913	89.859731224315	0.48791378631533444	101.56865653574593	22	14	0.12374581939799323
utahontario1_BIOCARTA_G2_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6856711915535445	0.6612903225806451	0.3145161290322581	-0.024193548387096753	NA	0.33870967741935487	0.04003021148036244	0.4073053074201163	9.0	3.0	6.0	115.0	79.0	36.0	39.0	3.0	36.0	85.0	79.0	6.0	0.07258064516129033	0.3333333333333333	0.6666666666666666	0.9274193548387096	0.6869565217391305	0.3130434782608696	0.31451612903225806	0.07692307692307693	0.9230769230769231	0.6854838709677419	0.9294117647058824	0.07058823529411765	94.22176670316702	0.45414173780595857	97.80534870939236	82	42	0.0063348416289592535
utahontario1_BIOCARTA_GABA_PATHWAY_weka_svm_weights_r_svm_rbf	0.48494983277591974	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.4486165753319842	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	96.79928628614422	0.48264759165110743	100.47239663880676	23	13	0.0
utahontario1_BIOCARTA_GABA_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.5300150829562595	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	-0.01597705858254827	0.43137198625035156	0.0	0.0	0.0	124.0	85.0	39.0	39.0	0.0	39.0	85.0	85.0	0.0	0.0	NaN	NaN	1.0	0.6854838709677419	0.31451612903225806	0.31451612903225806	0.0	1.0	0.6854838709677419	1.0	0.0	99.78910146839645	0.46519185858444534	100.1851363969151	85	39	0.0
utahontario1_BIOCARTA_GATA3_PATHWAY_weka_svm_weights_r_svm_rbf	0.568561872909699	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.4482695032377545	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	96.72439754404546	0.4822385417235936	100.38724501415729	23	13	0.0
utahontario1_BIOCARTA_GATA3_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.5185520361990952	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.0	0.4306202385327949	0.0	0.0	0.0	124.0	85.0	39.0	39.0	0.0	39.0	85.0	85.0	0.0	0.0	NaN	NaN	1.0	0.6854838709677419	0.31451612903225806	0.31451612903225806	0.0	1.0	0.6854838709677419	1.0	0.0	99.61519998277157	0.46776268151342243	100.73879665781395	85	39	0.0
utahontario1_BIOCARTA_GCR_PATHWAY_weka_svm_weights_r_svm_rbf	0.5852842809364549	0.5833333333333334	0.36111111111111116	-0.05555555555555547	NA	0.41666666666666663	-0.06299212598425197	0.44210473833622	4.0	1.0	3.0	32.0	20.0	12.0	13.0	1.0	12.0	23.0	20.0	3.0	0.1111111111111111	0.25	0.75	0.8888888888888888	0.625	0.375	0.3611111111111111	0.07692307692307693	0.9230769230769231	0.6388888888888888	0.8695652173913043	0.13043478260869565	95.39420852428218	0.48065572460399736	100.05775113042581	21	15	-0.05351170568561869
utahontario1_BIOCARTA_GCR_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6138763197586727	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.0383869716944552	0.42217692807034285	6.0	3.0	3.0	118.0	82.0	36.0	39.0	3.0	36.0	85.0	82.0	3.0	0.04838709677419355	0.5	0.5	0.9516129032258065	0.6949152542372882	0.3050847457627119	0.31451612903225806	0.07692307692307693	0.9230769230769231	0.6854838709677419	0.9647058823529412	0.03529411764705882	97.66201249883092	0.4625519293510185	99.61659319167957	85	39	0.041628959276018174
utahontario1_BIOCARTA_GH_PATHWAY_weka_svm_weights_r_svm_rbf	0.6555183946488294	0.6111111111111112	0.36111111111111116	-0.02777777777777768	NA	0.38888888888888884	0.06319702602230486	0.4349118978107227	7.0	3.0	4.0	29.0	19.0	10.0	13.0	3.0	10.0	23.0	19.0	4.0	0.19444444444444445	0.42857142857142855	0.5714285714285714	0.8055555555555556	0.6551724137931034	0.3448275862068966	0.3611111111111111	0.23076923076923078	0.7692307692307693	0.6388888888888888	0.8260869565217391	0.17391304347826086	93.84218867587835	0.4727348259976038	98.4088634527833	22	14	0.05685618729096986
utahontario1_BIOCARTA_GH_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.5309200603318251	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.0028146361077602627	0.4295786306860872	2.0	1.0	1.0	122.0	84.0	38.0	39.0	1.0	38.0	85.0	84.0	1.0	0.016129032258064516	0.5	0.5	0.9838709677419355	0.6885245901639344	0.3114754098360656	0.31451612903225806	0.02564102564102564	0.9743589743589743	0.6854838709677419	0.9882352941176471	0.011764705882352941	99.37424527449556	0.46784976242266885	100.75755066781956	85	39	0.01387631975867265
utahontario1_BIOCARTA_GLEEVEC_PATHWAY_weka_svm_weights_r_svm_rbf	0.4983277591973244	0.5555555555555556	0.36111111111111116	-0.08333333333333326	NA	0.4444444444444444	-0.03225806451612891	0.43783728759028545	9.0	3.0	6.0	27.0	17.0	10.0	13.0	3.0	10.0	23.0	17.0	6.0	0.25	0.3333333333333333	0.6666666666666666	0.75	0.6296296296296297	0.37037037037037035	0.3611111111111111	0.23076923076923078	0.7692307692307693	0.6388888888888888	0.7391304347826086	0.2608695652173913	94.47340842642123	0.5530269835345212	115.12322324361436	20	16	-0.030100334448160515
utahontario1_BIOCARTA_GLEEVEC_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.808446455505279	0.75	0.3145161290322581	0.06451612903225812	NA	0.25	0.36884967763827625	0.34529729780575696	22.0	15.0	7.0	102.0	78.0	24.0	39.0	15.0	24.0	85.0	78.0	7.0	0.1774193548387097	0.6818181818181818	0.3181818181818182	0.8225806451612904	0.7647058823529411	0.23529411764705882	0.31451612903225806	0.38461538461538464	0.6153846153846154	0.6854838709677419	0.9176470588235294	0.08235294117647059	79.87747972930339	0.4107017152275406	88.44997305783447	93	31	0.30226244343891406
utahontario1_BIOCARTA_GLYCOLYSIS_PATHWAY_weka_svm_weights_r_svm_rbf	0.3745819397993311	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.4639872357230331	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	100.11585780269864	0.4954836548829147	103.1444705465933	23	13	0.0
utahontario1_BIOCARTA_GLYCOLYSIS_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.5514328808446457	0.6693548387096774	0.3145161290322581	-0.016129032258064502	NA	0.3306451612903226	-0.03165584415584442	0.42595823337525357	2.0	0.0	2.0	122.0	83.0	39.0	39.0	0.0	39.0	85.0	83.0	2.0	0.016129032258064516	0.0	1.0	0.9838709677419355	0.680327868852459	0.319672131147541	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9764705882352941	0.023529411764705882	98.53674027620619	0.4639598974543575	99.91981749337899	83	41	-0.02352941176470591
utahontario1_BIOCARTA_GPCR_PATHWAY_weka_svm_weights_r_svm_rbf	0.6153846153846154	0.6666666666666666	0.36111111111111116	0.02777777777777779	NA	0.33333333333333337	0.19702602230483254	0.43241346851964735	7.0	4.0	3.0	29.0	20.0	9.0	13.0	4.0	9.0	23.0	20.0	3.0	0.19444444444444445	0.5714285714285714	0.42857142857142855	0.8055555555555556	0.6896551724137931	0.3103448275862069	0.3611111111111111	0.3076923076923077	0.6923076923076923	0.6388888888888888	0.8695652173913043	0.13043478260869565	93.30309541559583	0.468960236248645	97.62310986162004	24	12	0.17725752508361214
utahontario1_BIOCARTA_GPCR_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.7327300150829562	0.7016129032258065	0.3145161290322581	0.016129032258064613	NA	0.2983870967741935	0.20541117835528666	0.3805130688766114	16.0	9.0	7.0	108.0	78.0	30.0	39.0	9.0	30.0	85.0	78.0	7.0	0.12903225806451613	0.5625	0.4375	0.8709677419354839	0.7222222222222222	0.2777777777777778	0.31451612903225806	0.23076923076923078	0.7692307692307693	0.6854838709677419	0.9176470588235294	0.08235294117647059	88.02392934747084	0.43302403720039245	93.25737634806221	87	37	0.1484162895927601
utahontario1_BIOCARTA_GRANULOCYTES_PATHWAY_weka_svm_weights_r_svm_rbf	0.5886287625418061	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.44417671218511623	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	95.84128426959606	0.4738217641553898	98.63513057521384	23	13	0.0
utahontario1_BIOCARTA_GRANULOCYTES_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.5104072398190045	0.6693548387096774	0.3145161290322581	-0.016129032258064502	NA	0.3306451612903226	0.005477308294209526	0.4317911355251043	6.0	2.0	4.0	118.0	81.0	37.0	39.0	2.0	37.0	85.0	81.0	4.0	0.04838709677419355	0.3333333333333333	0.6666666666666666	0.9516129032258065	0.6864406779661016	0.3135593220338983	0.31451612903225806	0.05128205128205128	0.9487179487179487	0.6854838709677419	0.9529411764705882	0.047058823529411764	99.88606309511746	0.46967646763212095	101.15095546884682	83	41	0.004223227752639502
utahontario1_BIOCARTA_GSK3_PATHWAY_weka_svm_weights_r_svm_rbf	0.4949832775919732	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.4477864323814527	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	96.62016395864785	0.48311041939374016	100.56874315195138	23	13	0.0
utahontario1_BIOCARTA_GSK3_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.46425339366515833	0.6774193548387096	0.3145161290322581	-0.008064516129032251	NA	0.32258064516129037	-0.01597705858254827	0.44035112543482163	1.0	0.0	1.0	123.0	84.0	39.0	39.0	0.0	39.0	85.0	84.0	1.0	0.008064516129032258	0.0	1.0	0.9919354838709677	0.6829268292682927	0.3170731707317073	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9882352941176471	0.011764705882352941	101.86624198687677	0.47626032686351355	102.56887545807943	84	40	-0.0117647058823529
utahontario1_BIOCARTA_HCMV_PATHWAY_weka_svm_weights_r_svm_rbf	0.5953177257525084	0.5833333333333334	0.36111111111111116	-0.05555555555555547	NA	0.41666666666666663	-0.11196911196911191	0.4446217219308061	4.0	1.0	3.0	32.0	20.0	12.0	13.0	1.0	12.0	23.0	20.0	3.0	0.1111111111111111	0.25	0.75	0.8888888888888888	0.625	0.375	0.3611111111111111	0.07692307692307693	0.9230769230769231	0.6388888888888888	0.8695652173913043	0.13043478260869565	95.93730529989634	0.4770608380249453	99.30940621689078	21	15	-0.05351170568561869
utahontario1_BIOCARTA_HCMV_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6199095022624435	0.6774193548387096	0.3145161290322581	-0.008064516129032251	NA	0.32258064516129037	0.005477308294209526	0.40987971261302547	5.0	2.0	3.0	119.0	82.0	37.0	39.0	2.0	37.0	85.0	82.0	3.0	0.04032258064516129	0.4	0.6	0.9596774193548387	0.6890756302521008	0.31092436974789917	0.31451612903225806	0.05128205128205128	0.9487179487179487	0.6854838709677419	0.9647058823529412	0.03529411764705882	94.8173027815504	0.45570985856644736	98.14306397542141	84	40	0.0159879336349924
